Ano;Munic;Munícipio;Escolcod;NomeEscola;Indiv;Populacao;PIB;IDHM;PIBPer;INVperc;Turma;Alunos;Professores;Investimento;TAMesc;Numero_escolas_trabalha;Tipo_escola;Niveis_escola;Idade;Formação;Contrato;Tempo_Escola;Tempo_profissão;Hrs_semanais;Supervisiona;Licença_2semanas;Licença_ano;ISP;CACF;VSP;ARE;DED;ARS;AED;Engage;Exaust;Cynism
0,00;3;Espumoso;30;E.M.E.F. Álvaro Rodrigue;193;15588;38379,69;0,765;2,46;3892,94;20;252;39;60683140,59;3,38;2;1;2;45;2;1;10;23;18;1;1;1;6,33;6,00;6,00;4,00;3,00;2,60;3,20;5,00;3,20;1,20
0,00;3;Espumoso;30;E.M.E.F. Álvaro Rodrigue;194;15588;38379,69;0,765;2,46;3892,94;20;252;39;60683140,59;3,38;1;1;2;52;2;1;12;20;20;1;1;1;7,00;7,00;6,00;4,20;2,80;3,60;4,40;5,67;1,25;0,40
0,00;3;Espumoso;30;E.M.E.F. Álvaro Rodrigue;195;15588;38379,69;0,765;2,46;3892,94;20;252;39;60683140,59;3,38;1;1;2;51;1;1;24;27;20;1;1;1;7,00;7,00;7,00;4,40;2,60;3,80;2,80;5,67;2,60;0,20
1,00;3;Espumoso;30;E.M.E.F. Álvaro Rodrigue;182;15588;38379,69;0,765;2,46;3892,94;20;252;39;60683140,59;3,38;2;1;2;52;2;1;26;28;20;1;1;2;7,00;7,00;6,33;4,60;3,40;3,00;4,60;6,00;1,20;1,20
1,00;3;Espumoso;30;E.M.E.F. Álvaro Rodrigue;183;15588;38379,69;0,765;2,46;3892,94;20;252;39;60683140,59;3,38;1;1;2;45;1;1;21;25;40;1;1;1;5,33;7,00;5,67;4,60;3,25;3,00;3,60;5,89;3,00;1,00
1,00;3;Espumoso;30;E.M.E.F. Álvaro Rodrigue;184;15588;38379,69;0,765;2,46;3892,94;20;252;39;60683140,59;3,38;1;1;2;37;2;1;14;14;20;1;1;1;5,83;6,50;5,67;4,00;2,40;3,20;3,60;5,56;2,20;0,20
1,00;3;Espumoso;30;E.M.E.F. Álvaro Rodrigue;185;15588;38379,69;0,765;2,46;3892,94;20;252;39;60683140,59;3,38;2;1;2;41;2;1;17;18;40;1;1;1;6,00;6,50;6,00;4,40;3,40;3,40;4,00;5,00;3,00;0,60
1,00;3;Espumoso;30;E.M.E.F. Álvaro Rodrigue;186;15588;38379,69;0,765;2,46;3892,94;20;252;39;60683140,59;3,38;2;1;2;40;3;1;18;19;40;1;1;1;6,17;7,00;5,00;4,40;3,60;2,80;3,80;4,78;3,80;1,20
1,00;3;Espumoso;30;E.M.E.F. Álvaro Rodrigue;187;15588;38379,69;0,765;2,46;3892,94;20;252;39;60683140,59;3,38;1;1;2;55;1;1;6;30;16;1;1;1;5,67;6,00;6,00;4,80;2,60;3,00;3,80;5,67;1,20;0,20
1,00;3;Espumoso;30;E.M.E.F. Álvaro Rodrigue;188;15588;38379,69;0,765;2,46;3892,94;20;252;39;60683140,59;3,38;1;1;2;50;2;1;17;999;20;999;1;1;6,17;6,00;6,67;5,00;4,40;2,80;4,20;5,11;2,75;0,00
1,00;3;Espumoso;30;E.M.E.F. Álvaro Rodrigue;189;15588;38379,69;0,765;2,46;3892,94;20;252;39;60683140,59;3,38;2;1;2;40;2;1;18;20;20;1;1;2;7,00;7,00;5,67;4,80;3,60;2,40;4,60;4,22;4,00;2,40
1,00;3;Espumoso;30;E.M.E.F. Álvaro Rodrigue;190;15588;38379,69;0,765;2,46;3892,94;20;252;39;60683140,59;3,38;2;1;2;41;1;1;1;8;16;1;1;2;5,67;6,50;5,00;4,40;3,40;3,00;2,60;5,89;1,40;0,60
1,00;3;Espumoso;30;E.M.E.F. Álvaro Rodrigue;191;15588;38379,69;0,765;2,46;3892,94;20;252;39;60683140,59;3,38;1;1;2;54;2;1;2;26;20;1;1;1;6,17;6,00;5,33;3,80;2,60;3,00;4,80;5,89;0,80;0,40
1,00;3;Espumoso;30;E.M.E.F. Álvaro Rodrigue;192;15588;38379,69;0,765;2,46;3892,94;20;252;39;60683140,59;3,38;1;1;2;48;1;1;18;20;20;1;1;1;6,33;6,00;6,00;5,00;4,40;4,60;5,00;5,67;3,40;0,00
1,00;3;Espumoso;30;E.M.E.F. Álvaro Rodrigue;193;15588;38379,69;0,765;2,46;3892,94;20;252;39;60683140,59;3,38;2;1;2;46;2;1;10;23;18;1;1;1;6,33;5,50;6,00;4,40;3,00;3,40;3,60;5,33;2,40;1,00
1,00;3;Espumoso;30;E.M.E.F. Álvaro Rodrigue;194;15588;38379,69;0,765;2,46;3892,94;20;252;39;60683140,59;3,38;1;1;2;53;2;1;12;21;20;1;1;1;6,00;7,00;6,67;3,80;2,80;3,40;3,40;5,67;2,60;1,40
1,00;3;Espumoso;30;E.M.E.F. Álvaro Rodrigue;195;15588;38379,69;0,765;2,46;3892,94;20;252;39;60683140,59;3,38;1;1;2;52;1;1;25;28;20;1;1;1;7,00;7,00;7,00;5,00;2,60;3,25;4,00;6,00;0,20;0,40
0,00;12;Tapejara;31;E.M.E.F. Angelo Posser;833;24111;34946,93;0,760;1,45;3337,30;11;59;6;80465628,82;0,99;1;1;2;37;2;1;1;8;20;1;1;1;4,83;6,00;5,33;4,20;3,80;4,20;3,20;4,56;4,80;2,00
0,00;12;Tapejara;31;E.M.E.F. Angelo Posser;834;24111;34946,93;0,760;1,45;3337,30;11;59;6;80465628,82;0,99;2;999;999;55;2;1;8;29;28;1;1;1;6,83;7,00;6,00;4,40;4,20;1,60;3,40;4,89;5,00;1,60
1,00;12;Tapejara;31;E.M.E.F. Angelo Posser;833;24111;34946,93;0,760;1,45;3337,30;11;59;6;80465628,82;0,99;1;1;2;39;2;1;2;10;8;1;1;1;5,83;6,00;6,67;4,00;3,20;3,40;3,20;4,56;5,00;1,60
1,00;12;Tapejara;31;E.M.E.F. Angelo Posser;834;24111;34946,93;0,760;1,45;3337,30;11;59;6;80465628,82;0,99;2;1;2;51;2;1;25;30;40;1;1;1;5,83;6,00;4,00;4,20;2,60;2,60;3,20;5,33;5,00;1,40
0,00;11;Selbach;32;E.M.E.F. Anibal Magni;790;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;1;1;2;34;2;1;11;11;44;1;1;2;2,67;5,00;2,00;2,80;3,80;2,60;2,20;2,33;5,00;1,60
0,00;11;Selbach;32;E.M.E.F. Anibal Magni;791;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;1;1;2;55;2;1;20;26;22;1;1;1;6,33;7,00;7,00;4,40;4,20;4,20;4,20;6,00;1,80;0,00
0,00;11;Selbach;32;E.M.E.F. Anibal Magni;792;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;1;1;2;38;2;1;1;17;40;1;1;1;6,00;6,00;5,00;4,20;1,60;3,75;4,00;5,56;1,80;0,20
0,00;11;Selbach;32;E.M.E.F. Anibal Magni;793;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;2;1;2;29;2;1;3;3;44;2;1;1;4,83;6,00;4,33;4,40;2,00;2,00;3,60;5,44;2,60;0,80
0,00;11;Selbach;32;E.M.E.F. Anibal Magni;794;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;2;1;2;37;2;1;1;16;40;1;1;1;6,00;6,00;6,67;4,40;3,20;3,40;3,60;5,44;2,40;0,40
0,00;11;Selbach;32;E.M.E.F. Anibal Magni;795;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;1;1;2;56;2;1;23;37;20;1;1;1;5,83;6,00;6,00;4,40;3,60;4,00;3,80;5,44;0,80;0,60
0,00;11;Selbach;32;E.M.E.F. Anibal Magni;796;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;1;1;2;41;2;1;16;16;22;2;1;1;6,83;5,00;6,00;3,80;2,60;3,80;3,60;5,33;3,60;0,00
0,00;11;Selbach;32;E.M.E.F. Anibal Magni;797;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;1;1;2;33;3;1;5;999;20;2;1;1;6,00;7,00;6,00;4,60;2,00;3,40;4,80;5,33;2,00;0,00
0,00;11;Selbach;32;E.M.E.F. Anibal Magni;798;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;1;1;2;999;2;1;3;17;20;1;1;1;6,67;7,00;6,67;4,80;4,00;4,60;4,80;5,78;2,20;0,00
0,00;11;Selbach;32;E.M.E.F. Anibal Magni;799;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;1;1;2;31;2;1;0;8;22;1;1;2;4,67;6,00;6,00;4,80;3,20;4,00;3,60;5,56;1,20;1,00
0,00;11;Selbach;32;E.M.E.F. Anibal Magni;800;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;1;1;2;39;6;1;15;15;20;1;1;1;6,33;5,50;5,00;3,80;2,40;3,00;4,40;5,33;5,20;1,00
0,00;11;Selbach;32;E.M.E.F. Anibal Magni;801;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;1;1;2;53;2;1;2;999;20;1;1;1;5,50;4,50;5,00;4,60;3,40;4,00;4,00;6,00;1,20;0,00
1,00;11;Selbach;32;E.M.E.F. Anibal Magni;790;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;1;1;5;36;2;1;12;12;22;1;1;1;4,00;4,00;4,00;3,20;4,40;2,60;2,40;1,33;5,00;2,00
1,00;11;Selbach;32;E.M.E.F. Anibal Magni;791;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;1;1;5;57;2;1;27;999;999;2;1;1;6,33;7,00;7,00;5,00;5,00;4,20;4,80;6,00;1,60;0,00
1,00;11;Selbach;32;E.M.E.F. Anibal Magni;792;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;1;1;5;40;2;1;7;19;16;1;1;1;6,83;7,00;6,00;4,00;3,40;3,80;3,60;5,67;0,80;0,20
1,00;11;Selbach;32;E.M.E.F. Anibal Magni;793;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;2;1;5;31;2;1;5;5;22;1;1;1;5,33;4,50;5,00;3,60;2,80;2,00;3,60;5,33;1,40;0,00
1,00;11;Selbach;32;E.M.E.F. Anibal Magni;794;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;2;1;2;39;2;1;18;20;20;1;1;2;5,83;6,00;6,00;4,60;3,60;2,60;4,20;4,56;2,80;1,00
1,00;11;Selbach;32;E.M.E.F. Anibal Magni;795;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;1;1;5;57;2;1;28;38;22;1;1;1;6,00;6,00;6,00;4,20;2,60;3,40;3,60;5,00;1,80;0,40
1,00;11;Selbach;32;E.M.E.F. Anibal Magni;796;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;1;1;5;41;1;1;18;18;22;2;1;1;5,50;4,50;6,00;3,80;3,40;3,20;3,60;4,89;1,60;0,00
1,00;11;Selbach;32;E.M.E.F. Anibal Magni;797;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;1;1;5;35;3;1;7;9;22;2;1;1;6,00;6,00;5,00;4,20;1,80;2,80;4,20;5,56;2,40;0,20
1,00;11;Selbach;32;E.M.E.F. Anibal Magni;798;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;1;1;5;39;2;1;5;19;22;1;1;1;7,00;7,00;6,67;5,00;2,75;3,80;5,00;5,89;0,00;0,00
1,00;11;Selbach;32;E.M.E.F. Anibal Magni;799;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;1;1;5;33;2;1;3;10;22;1;1;1;5,17;6,00;4,67;4,60;3,80;3,80;4,60;4,89;2,20;1,80
1,00;11;Selbach;32;E.M.E.F. Anibal Magni;800;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;1;1;5;40;2;1;20;20;16;1;1;2;6,00;6,00;5,00;4,80;2,00;3,20;4,60;5,22;5,00;0,00
1,00;11;Selbach;32;E.M.E.F. Anibal Magni;801;5100;36685,33;0,777;7,19;4990,85;11;124;16;25453335,73;1,59;1;1;1;55;2;1;0,16;999;20;1;1;1;5,83;6,00;5,67;3,80;3,00;3,80;4,20;5,89;0,00;0,60
0,00;9;Passo Fundo;33;E.M.E.F. Antônio Xavier;513;203275;39737,73;0,776;0,20;2928,18;15;226;17;595226766,07;2,14;1;1;2;44;2;1;10;11;40;1;1;1;6,83;6,50;6,00;4,60;3,60;3,40;4,20;5,22;4,80;0,00
0,00;9;Passo Fundo;33;E.M.E.F. Antônio Xavier;514;203275;39737,73;0,776;0,20;2928,18;15;226;17;595226766,07;2,14;1;1;2;51;2;1;25;30;999;2;1;1;7,00;6,00;6,00;4,60;2,80;4,00;4,60;5,89;2,40;0,00
0,00;9;Passo Fundo;33;E.M.E.F. Antônio Xavier;515;203275;39737,73;0,776;0,20;2928,18;15;226;17;595226766,07;2,14;2;1;2;41;2;1;14;19;50;1;1;1;5,33;6,00;5,33;3,80;3,40;3,20;3,80;5,22;2,00;0,20
0,00;9;Passo Fundo;33;E.M.E.F. Antônio Xavier;516;203275;39737,73;0,776;0,20;2928,18;15;226;17;595226766,07;2,14;1;1;2;34;8;1;8;999;20;1;1;2;5,00;6,00;6,00;3,20;3,60;3,00;2,40;5,00;5,00;3,20
0,00;9;Passo Fundo;33;E.M.E.F. Antônio Xavier;517;203275;39737,73;0,776;0,20;2928,18;15;226;17;595226766,07;2,14;1;1;2;50;2;1;13;13;40;2;1;1;6,17;6,00;5,00;4,20;2,40;2,60;4,00;5,33;3,40;1,40
0,00;9;Passo Fundo;33;E.M.E.F. Antônio Xavier;518;203275;39737,73;0,776;0,20;2928,18;15;226;17;595226766,07;2,14;1;1;2;41;2;1;3;16;28;1;1;1;6,50;6,00;6,00;4,20;3,00;4,20;4,40;6,00;0,60;0,00
0,00;9;Passo Fundo;33;E.M.E.F. Antônio Xavier;519;203275;39737,73;0,776;0,20;2928,18;15;226;17;595226766,07;2,14;2;1;2;52;2;1;12;25;16;1;1;1;4,83;5,50;5,67;4,00;2,60;2,60;2,40;4,33;0,20;0,20
0,00;9;Passo Fundo;33;E.M.E.F. Antônio Xavier;520;203275;39737,73;0,776;0,20;2928,18;15;226;17;595226766,07;2,14;2;1;2;29;2;1;4;6;20;1;1;2;6,33;6,00;6,00;4,60;2,80;4,20;4,40;5,44;3,80;0,40
0,00;9;Passo Fundo;33;E.M.E.F. Antônio Xavier;521;203275;39737,73;0,776;0,20;2928,18;15;226;17;595226766,07;2,14;3;1;2;46;2;1;11;21;50;1;1;1;6,00;7,00;4,00;3,40;3,20;2,60;2,80;4,44;3,00;2,20
0,00;9;Passo Fundo;33;E.M.E.F. Antônio Xavier;522;203275;39737,73;0,776;0,20;2928,18;15;226;17;595226766,07;2,14;1;1;2;34;2;1;2;13;40;1;1;1;6,33;5,00;6,00;4,40;2,00;1,40;5,00;5,44;2,00;0,00
1,00;9;Passo Fundo;33;E.M.E.F. Antônio Xavier;513;203275;39737,73;0,776;0,20;2928,18;15;226;17;595226766,07;2,14;1;1;2;45;2;1;11;12;40;1;1;1;6,00;5,00;5,00;3,80;3,40;3,20;3,20;5,11;3,80;1,50
1,00;9;Passo Fundo;33;E.M.E.F. Antônio Xavier;514;203275;39737,73;0,776;0,20;2928,18;15;226;17;595226766,07;2,14;1;1;2;52;2;1;26;999;40;2;1;1;6,67;6,00;6,00;4,80;3,80;4,00;4,40;5,78;3,20;0,20
1,00;9;Passo Fundo;33;E.M.E.F. Antônio Xavier;515;203275;39737,73;0,776;0,20;2928,18;15;226;17;595226766,07;2,14;2;1;2;42;2;1;14;20;25;1;1;2;6,17;7,00;6,00;3,80;3,50;3,60;3,80;5,44;2,20;1,60
1,00;9;Passo Fundo;33;E.M.E.F. Antônio Xavier;516;203275;39737,73;0,776;0,20;2928,18;15;226;17;595226766,07;2,14;1;1;2;35;8;1;8;8;40;1;1;1;6,50;6,00;6,00;4,00;3,00;3,60;3,60;5,00;5,00;2,60
1,00;9;Passo Fundo;33;E.M.E.F. Antônio Xavier;517;203275;39737,73;0,776;0,20;2928,18;15;226;17;595226766,07;2,14;1;1;2;53;2;1;14;14;6;2;1;1;5,17;6,00;5,67;4,00;2,80;3,00;3,80;5,44;3,00;2,00
1,00;9;Passo Fundo;33;E.M.E.F. Antônio Xavier;518;203275;39737,73;0,776;0,20;2928,18;15;226;17;595226766,07;2,14;1;1;2;42;2;1;4;15;30;1;1;1;6,67;7,00;7,00;4,80;4,20;4,80;4,60;5,56;3,80;0,80
1,00;9;Passo Fundo;33;E.M.E.F. Antônio Xavier;519;203275;39737,73;0,776;0,20;2928,18;15;226;17;595226766,07;2,14;2;1;2;53;2;1;13;30;32;1;1;1;5,17;5,50;5,00;4,40;3,60;2,20;2,20;4,00;3,00;0,00
1,00;9;Passo Fundo;33;E.M.E.F. Antônio Xavier;520;203275;39737,73;0,776;0,20;2928,18;15;226;17;595226766,07;2,14;2;1;2;30;2;1;4;7;20;1;1;1;6,83;5,50;6,33;4,60;3,20;3,80;4,60;5,44;2,60;0,00
1,00;9;Passo Fundo;33;E.M.E.F. Antônio Xavier;521;203275;39737,73;0,776;0,20;2928,18;15;226;17;595226766,07;2,14;3;1;2;47;2;1;13;22;50;1;1;1;5,00;6,00;4,67;3,60;3,80;2,80;2,80;4,11;3,20;2,00
1,00;9;Passo Fundo;33;E.M.E.F. Antônio Xavier;522;203275;39737,73;0,776;0,20;2928,18;15;226;17;595226766,07;2,14;1;1;2;35;1;3;3;15;40;1;1;1;6,00;5,50;5,67;4,60;2,00;2,60;4,80;5,33;5,20;0,00
0,00;5;Getúlio Vargas;34;E.M.E.F. Antônio Zambrzy;267;16212;27477,20;0,746;1,69;3069,64;11;299;22;49764934,59;2,34;2;1;2;34;6;2;0;7;20;1;1;1;5,83;5,00;5,00;4,00;2,20;4,00;3,40;6,00;1,20;0,00
0,00;5;Getúlio Vargas;34;E.M.E.F. Antônio Zambrzy;268;16212;27477,20;0,746;1,69;3069,64;11;299;22;49764934,59;2,34;2;1;2;30;3;1;5;7;60;1;1;1;4,33;7,00;3,67;4,80;3,40;2,40;3,80;4,00;6,00;2,80
0,00;5;Getúlio Vargas;34;E.M.E.F. Antônio Zambrzy;269;16212;27477,20;0,746;1,69;3069,64;11;299;22;49764934,59;2,34;1;1;2;51;2;1;18;25;20;1;1;1;6,17;7,00;6,00;4,80;3,00;4,20;4,40;5,33;2,20;1,00
0,00;5;Getúlio Vargas;34;E.M.E.F. Antônio Zambrzy;270;16212;27477,20;0,746;1,69;3069,64;11;299;22;49764934,59;2,34;1;1;2;50;2;1;8;31;40;2;1;1;5,33;5,50;6,33;4,20;1,60;3,40;4,40;5,56;2,20;1,20
0,00;5;Getúlio Vargas;34;E.M.E.F. Antônio Zambrzy;271;16212;27477,20;0,746;1,69;3069,64;11;299;22;49764934,59;2,34;2;1;2;37;3;1;15;20;40;1;1;2;2,00;5,50;3,00;3,20;3,00;3,20;3,20;4,38;5,00;0,40
1,00;5;Getúlio Vargas;34;E.M.E.F. Antônio Zambrzy;267;16212;27477,20;0,746;1,69;3069,64;11;299;22;49764934,59;2,34;2;1;5;23;1;2;0,25;0,58;20;1;1;1;7,00;6,50;6,00;4,60;1,80;2,60;3,40;5,78;3,20;0,60
1,00;5;Getúlio Vargas;34;E.M.E.F. Antônio Zambrzy;268;16212;27477,20;0,746;1,69;3069,64;11;299;22;49764934,59;2,34;2;1;999;31;3;1;6;8;20;1;1;1;4,67;7,00;4,33;4,80;1,20;2,20;4,40;3,89;5,20;2,00
1,00;5;Getúlio Vargas;34;E.M.E.F. Antônio Zambrzy;269;16212;27477,20;0,746;1,69;3069,64;11;299;22;49764934,59;2,34;1;1;5;52;2;1;20;26;25;1;1;1;6,50;7,00;6,00;4,40;2,60;4,20;4,00;5,67;2,40;0,20
1,00;5;Getúlio Vargas;34;E.M.E.F. Antônio Zambrzy;270;16212;27477,20;0,746;1,69;3069,64;11;299;22;49764934,59;2,34;1;1;5;51;2;1;10;32;20;1;1;1;5,83;3,00;6,00;5,00;2,20;4,40;4,60;5,89;2,20;0,20
1,00;5;Getúlio Vargas;34;E.M.E.F. Antônio Zambrzy;271;16212;27477,20;0,746;1,69;3069,64;11;299;22;49764934,59;2,34;2;1;5;39;3;1;16;20;40;1;1;1;5,33;5,00;4,00;3,40;3,00;2,80;3,20;5,00;4,80;2,60
0,00;3;Espumoso;35;E.M.E.F. Augusto Peruzzo;196;15588;38379,69;0,765;2,46;3892,94;11;69;16;60683140,59;1,43;2;1;2;37;2;1;2;18;40;2;1;1;5,83;7,00;7,00;3,80;3,00;3,00;3,60;5,89;2,60;0,20
0,00;3;Espumoso;35;E.M.E.F. Augusto Peruzzo;197;15588;38379,69;0,765;2,46;3892,94;11;69;16;60683140,59;1,43;1;1;2;32;2;1;1;8;40;2;1;2;5,83;7,00;5,00;4,00;3,00;2,80;3,80;4,56;3,80;0,20
0,00;3;Espumoso;35;E.M.E.F. Augusto Peruzzo;198;15588;38379,69;0,765;2,46;3892,94;11;69;16;60683140,59;1,43;1;1;2;55;2;1;27;32;20;1;1;2;7,00;7,00;7,00;4,20;5,00;4,80;5,00;6,00;0,00;0,00
0,00;3;Espumoso;35;E.M.E.F. Augusto Peruzzo;199;15588;38379,69;0,765;2,46;3892,94;11;69;16;60683140,59;1,43;2;1;2;39;2;1;7;18;20;1;1;1;5,17;5,50;6,00;3,60;3,00;3,20;2,60;4,78;3,40;0,80
0,00;3;Espumoso;35;E.M.E.F. Augusto Peruzzo;200;15588;38379,69;0,765;2,46;3892,94;11;69;16;60683140,59;1,43;1;1;2;47;2;1;6;14;30;1;1;1;5,83;7,00;5,00;3,80;2,60;2,80;3,20;5,67;0,80;1,00
0,00;3;Espumoso;35;E.M.E.F. Augusto Peruzzo;201;15588;38379,69;0,765;2,46;3892,94;11;69;16;60683140,59;1,43;2;1;2;47;2;1;5;18;20;1;2;2;6,67;6,00;6,00;3,40;1,60;2,20;2,80;4,67;2,60;0,00
0,00;3;Espumoso;35;E.M.E.F. Augusto Peruzzo;202;15588;38379,69;0,765;2,46;3892,94;11;69;16;60683140,59;1,43;2;1;2;47;1;1;17;28;40;1;1;1;7,00;7,00;6,00;4,80;2,80;4,20;4,60;5,00;5,80;1,20
0,00;3;Espumoso;35;E.M.E.F. Augusto Peruzzo;203;15588;38379,69;0,765;2,46;3892,94;11;69;16;60683140,59;1,43;1;1;2;65;1;1;40;999;20;1;1;1;6,50;6,00;6,00;4,60;3,00;3,80;3,60;5,78;1,60;0,00
1,00;3;Espumoso;35;E.M.E.F. Augusto Peruzzo;196;15588;38379,69;0,765;2,46;3892,94;11;69;16;60683140,59;1,43;2;1;2;38;2;1;3;19;40;2;1;2;6,50;6,00;6,00;3,80;3,60;3,00;4,00;5,78;1,60;0,00
1,00;3;Espumoso;35;E.M.E.F. Augusto Peruzzo;197;15588;38379,69;0,765;2,46;3892,94;11;69;16;60683140,59;1,43;1;1;2;33;2;1;2;10;20;2;1;1;7,00;6,50;5,33;4,20;1,60;2,80;4,00;4,67;3,40;0,00
1,00;3;Espumoso;35;E.M.E.F. Augusto Peruzzo;198;15588;38379,69;0,765;2,46;3892,94;11;69;16;60683140,59;1,43;1;1;2;56;2;1;29;33;20;999;1;1;7,00;4,00;7,00;4,80;2,40;5,00;4,80;6,00;0,00;0,00
1,00;3;Espumoso;35;E.M.E.F. Augusto Peruzzo;199;15588;38379,69;0,765;2,46;3892,94;11;69;16;60683140,59;1,43;2;1;2;40;2;1;2;19;36;1;1;1;5,00;5,00;5,67;3,60;3,00;3,00;3,00;4,00;4,00;1,40
1,00;3;Espumoso;35;E.M.E.F. Augusto Peruzzo;200;15588;38379,69;0,765;2,46;3892,94;11;69;16;60683140,59;1,43;1;1;2;48;2;1;8;15;20;1;1;1;7,00;7,00;6,00;4,40;2,60;3,60;4,00;5,33;0,80;0,00
1,00;3;Espumoso;35;E.M.E.F. Augusto Peruzzo;201;15588;38379,69;0,765;2,46;3892,94;11;69;16;60683140,59;1,43;2;1;2;48;1;1;6;19;20;1;1;2;5,83;6,00;6,00;4,00;3,00;3,80;3,80;5,33;1,60;0,00
1,00;3;Espumoso;35;E.M.E.F. Augusto Peruzzo;202;15588;38379,69;0,765;2,46;3892,94;11;69;16;60683140,59;1,43;2;1;2;49;1;1;14;30;40;1;1;1;6,83;6,50;6,00;4,00;2,80;3,40;3,40;5,11;4,40;2,40
1,00;3;Espumoso;35;E.M.E.F. Augusto Peruzzo;203;15588;38379,69;0,765;2,46;3892,94;11;69;16;60683140,59;1,43;1;1;2;65;1;1;41;41;12;1;1;2;7,00;6,50;6,00;4,00;2,20;3,80;3,60;6,00;0,60;0,20
0,00;4;Estação;36;E.M.E.F. Aurélio Castell;232;5958;35094,09;0,753;5,89;4336,61;12;154;12;25837516,96;1,56;1;1;2;37;2;1;3;7;40;2;1;1;5,17;5,50;4,67;3,60;3,20;4,00;3,60;5,44;3,60;0,80
0,00;4;Estação;36;E.M.E.F. Aurélio Castell;233;5958;35094,09;0,753;5,89;4336,61;12;154;12;25837516,96;1,56;2;1;2;36;2;1;11;13;38;1;1;1;4,67;6,50;5,00;4,00;3,20;2,80;3,00;5,11;4,40;2,00
0,00;4;Estação;36;E.M.E.F. Aurélio Castell;234;5958;35094,09;0,753;5,89;4336,61;12;154;12;25837516,96;1,56;2;1;2;38;2;1;1;16;20;2;1;1;4,67;7,00;5,00;3,80;3,20;3,60;3,40;5,22;2,40;1,00
0,00;4;Estação;36;E.M.E.F. Aurélio Castell;235;5958;35094,09;0,753;5,89;4336,61;12;154;12;25837516,96;1,56;1;1;2;50;2;1;25;27;22;1;1;1;5,00;6,50;5,67;4,40;4,00;3,00;3,80;5,78;2,00;0,00
1,00;4;Estação;36;E.M.E.F. Aurélio Castell;232;5958;35094,09;0,753;5,89;4336,61;12;154;12;25837516,96;1,56;1;1;2;39;2;1;4;8;44;2;1;1;7,00;7,00;6,00;4,40;3,20;3,60;4,20;5,33;1,40;0,60
1,00;4;Estação;36;E.M.E.F. Aurélio Castell;233;5958;35094,09;0,753;5,89;4336,61;12;154;12;25837516,96;1,56;2;1;2;38;2;1;13;14;44;1;1;1;6,00;5,50;5,33;4,60;2,80;2,80;2,80;5,00;3,20;1,00
1,00;4;Estação;36;E.M.E.F. Aurélio Castell;234;5958;35094,09;0,753;5,89;4336,61;12;154;12;25837516,96;1,56;2;1;2;40;2;1;3;17;999;1;1;1;5,17;5,50;5,33;4,00;3,20;3,20;3,40;5,44;3,20;0,00
1,00;4;Estação;36;E.M.E.F. Aurélio Castell;235;5958;35094,09;0,753;5,89;4336,61;12;154;12;25837516,96;1,56;1;1;1;52;2;1;2;32;22;1;1;1;6,00;6,00;6,00;4,40;3,80;3,40;3,40;4,89;1,40;1,00
0,00;9;Passo Fundo;37;E.M.E.F. Benoni Rosado;523;203275;39737,73;0,776;0,20;2928,18;10;213;16;595226766,07;1,80;1;1;2;55;3;1;6;20;16;1;1;1;6,17;6,50;6,00;5,00;2,40;3,80;4,40;6,00;0,40;0,40
0,00;9;Passo Fundo;37;E.M.E.F. Benoni Rosado;524;203275;39737,73;0,776;0,20;2928,18;10;213;16;595226766,07;1,80;1;1;2;66;1;1;4;999;999;1;1;1;6,00;7,00;5,67;3,80;3,60;2,60;2,60;4,78;0,80;0,80
